customer_id,credit_score,payment_history,credit_utilization,recent_inquiries,debt_to_income_ratio,length_of_credit_history
60201,592.0,89.35,0.59,0,0.11,3.15
60202,818.0,64.34,0.49,3,0.01,3.04
60203,492.0,93.19,0.97,2,0.12,13.5
60204,649.0,97.01,0.47,2,0.46,7.21
60205,489.0,77.56,0.43,2,0.99,15.28
60206,420.0,93.22,0.57,3,0.3,9.1
60207,742.0,80.91,0.01,3,0.22,17.13
60208,546.0,72.16,0.78,0,0.39,15.13
60209,572.0,95.38,0.16,3,0.77,11.14
60210,618.0,59.03,0.71,5,0.85,6.68
60211,645.0,53.44,0.2,3,0.08,11.51
60212,511.0,69.44,0.14,2,0.76,11.23
60213,680.0,83.45,0.77,0,0.51,15.63
60214,565.0,55.98,0.84,0,0.77,8.85
60215,671.0,84.15,0.54,2,0.53,8.92
60216,703.0,55.56,0.41,1,0.17,7.56
60217,626.0,59.18,0.52,3,0.23,17.33
60218,544.0,75.64,0.92,0,0.3,7.8
60219,622.0,84.67,0.99,5,0.81,7.15
60220,679.0,99.32,0.85,2,0.48,9.78
60221,598.0,82.45,0.65,1,0.71,19.5
60222,524.0,70.51,0.87,2,0.37,14.22
60223,552.0,76.95,0.64,1,0.6,14.72
60224,626.0,51.9,0.11,3,0.44,15.42
60225,503.0,59.21,0.96,2,0.15,13.43
60226,608.0,52.21,0.6,1,0.15,5.91
60227,669.0,54.25,0.34,4,0.82,6.91
60228,519.0,88.2,0.89,1,0.97,14.86
60229,464.0,93.47,0.79,2,0.07,1.13
60230,669.0,82.44,0.48,1,0.75,7.38
60231,749.0,64.25,0.11,2,0.11,16.91
60232,545.0,84.57,0.09,4,0.38,18.82
60233,656.0,99.87,0.22,4,0.52,15.68
60234,521.0,60.6,0.74,2,0.95,13.85
60235,517.0,74.72,0.67,4,0.52,3.97
60236,640.0,66.16,0.67,1,0.81,10.81
60237,719.0,58.96,0.13,6,0.22,14.8
60238,706.0,59.19,0.54,1,0.46,7.95
60239,579.0,55.06,0.62,1,0.68,1.51
60240,569.0,54.53,0.45,1,0.92,9.4
60241,807.0,99.57,0.15,4,0.17,11.04
60242,627.0,95.0,0.69,0,0.17,5.27
60243,576.0,90.76,0.74,1,0.65,7.85
60244,592.0,54.35,0.09,0,0.6,10.36
60245,493.0,84.91,0.37,4,0.95,6.78
60246,604.0,85.48,0.91,3,0.73,7.44
60247,779.0,60.01,0.35,7,0.02,6.25
60248,553.0,64.05,0.79,2,0.92,1.36
60249,584.0,91.73,0.15,5,0.29,4.74
60250,756.0,79.89,0.01,1,0.94,3.57
60251,619.0,89.32,0.86,1,0.48,12.22
60252,626.0,64.73,0.64,1,0.88,14.18
60253,728.0,94.05,0.43,0,0.06,1.77
60254,451.0,59.17,0.79,0,0.04,7.66
60255,633.0,98.95,0.73,2,0.22,18.07
60256,705.0,51.8,0.01,3,0.0,14.38
60257,610.0,81.56,0.39,0,0.46,12.47
60258,684.0,50.44,0.37,3,0.16,4.68
60259,774.0,65.22,0.86,1,0.52,17.93
60260,528.0,82.95,0.07,3,0.24,15.64
60261,743.0,59.63,0.96,2,0.58,9.51
60262,611.0,59.44,0.2,2,0.86,3.34
60263,751.0,58.84,0.83,1,0.02,12.31
60264,653.0,73.22,0.17,1,0.65,3.69
60265,584.0,90.56,0.29,3,0.51,13.64
60266,755.0,91.38,0.76,3,0.2,6.7
60267,620.0,82.09,0.1,0,0.42,2.27
60268,653.0,71.15,0.73,1,0.94,11.15
60269,491.0,94.93,0.39,0,0.25,19.8
60270,723.0,55.68,0.11,2,0.87,7.31
60271,706.0,58.91,0.36,2,0.05,15.64
60272,727.0,76.96,0.99,1,0.41,5.85
60273,619.0,70.77,0.73,8,0.52,11.94
60274,481.0,59.46,0.7,4,0.56,15.06
60275,527.0,68.39,0.3,5,0.35,12.77
60276,420.0,53.89,0.94,0,0.72,18.84
60277,575.0,94.13,0.15,4,0.94,16.64
60278,564.0,86.5,0.8,0,0.68,12.77
60279,519.0,74.84,0.45,1,0.47,6.03
60280,483.0,80.06,0.03,5,0.85,5.57
60281,653.0,62.02,0.59,0,0.81,16.09
60282,452.0,75.3,0.3,2,0.46,6.95
60283,508.0,72.89,0.68,2,0.19,6.22
60284,506.0,77.36,0.14,1,0.96,6.95
60285,642.0,93.56,0.82,2,0.67,14.89
60286,715.0,50.74,0.15,2,0.13,12.29
60287,629.0,80.31,0.17,3,0.97,14.35
60288,534.0,53.19,0.54,2,0.6,16.51
60289,483.0,59.73,0.28,1,0.11,13.51
60290,635.0,92.79,0.78,2,0.15,17.41
60291,614.0,52.34,0.51,4,0.42,4.96
60292,495.0,53.52,0.56,2,0.32,3.64
60293,497.0,77.99,0.21,0,0.63,3.0
60294,635.0,72.67,0.01,3,0.27,18.17
60295,801.0,65.06,0.38,1,0.07,5.54
60296,701.0,54.01,0.68,1,0.21,11.2
60297,419.0,81.0,0.47,1,0.94,3.84
60298,739.0,52.57,0.74,4,0.63,17.67
60299,530.0,98.2,0.52,3,0.15,8.79
60300,726.0,86.16,0.58,0,0.35,13.9
60301,637.0,69.24,0.48,2,0.73,2.43
60302,605.0,83.24,0.25,2,0.68,8.22
60303,617.0,88.46,0.06,3,0.54,6.15
60304,594.0,57.91,0.59,0,0.2,1.13
60305,752.0,72.71,0.73,3,0.28,4.24
60306,509.0,90.62,0.05,0,0.6,11.72
60307,629.0,83.56,0.35,2,0.74,1.04
60308,592.0,99.81,0.31,0,0.55,14.68
60309,453.0,75.1,0.68,2,0.44,6.21
60310,658.0,85.14,0.48,0,0.4,9.95
60311,686.0,89.89,0.93,1,0.71,8.94
60312,458.0,55.3,0.04,1,0.73,13.19
60313,581.0,51.45,0.49,0,0.47,18.12
60314,610.0,75.39,0.71,0,0.49,13.5
60315,547.0,69.3,0.6,4,0.57,3.01
60316,517.0,51.95,0.32,1,0.65,5.67
60317,559.0,59.68,0.54,2,0.86,17.03
60318,588.0,87.71,0.06,5,0.76,11.64
60319,533.0,56.74,0.01,2,0.52,14.97
60320,635.0,92.72,0.76,1,0.75,3.52
60321,730.0,52.07,0.89,0,0.69,19.93
60322,652.0,77.06,0.07,1,0.23,4.3
60323,569.0,66.97,0.93,1,0.61,15.94
60324,720.0,63.68,0.89,0,0.64,17.59
60325,522.0,78.71,0.88,1,0.18,10.01
60326,651.0,87.2,0.38,2,0.96,13.17
60327,573.0,90.72,0.61,2,0.09,14.43
60328,745.0,89.42,0.73,0,0.36,15.32
60329,581.0,95.47,0.95,2,0.13,12.92
60330,529.0,75.05,0.18,2,0.83,14.3
60331,599.0,68.52,0.51,1,0.02,2.44
60332,606.0,92.82,0.17,3,0.14,11.09
60333,488.0,64.38,0.76,3,0.37,2.53
60334,391.0,98.75,0.78,1,0.32,18.2
60335,560.0,98.6,0.71,2,0.24,12.96
60336,687.0,81.68,0.45,2,0.73,1.23
60337,515.0,71.59,0.45,1,0.03,16.66
60338,371.0,99.23,0.49,1,0.64,5.11
60339,549.0,85.24,0.23,2,0.17,8.55
60340,645.0,88.69,0.18,2,0.04,19.36
60341,651.0,71.2,0.48,1,0.83,4.94
60342,519.0,84.94,0.38,1,0.17,17.54
60343,850.0,65.9,0.75,2,0.34,11.94
60344,423.0,83.21,0.35,1,0.04,7.93
60345,473.0,71.7,0.91,1,0.11,13.93
60346,613.0,71.14,0.09,4,0.99,5.65
60347,438.0,83.67,0.72,0,0.06,0.96
60348,636.0,77.97,0.83,2,0.35,3.32
60349,488.0,82.94,0.83,3,0.6,3.85
60350,660.0,62.93,0.94,3,0.33,19.95
60351,542.0,50.2,0.03,5,0.49,1.51
60352,565.0,91.62,0.32,1,0.94,18.29
60353,523.0,64.85,0.24,0,0.41,13.7
60354,421.0,56.86,0.45,4,0.91,12.61
60355,776.0,75.22,0.04,1,0.53,15.77
60356,614.0,63.84,0.56,1,0.76,3.94
60357,567.0,96.73,0.15,2,0.87,10.51
60358,553.0,80.39,0.48,0,0.1,2.61
60359,696.0,97.95,0.73,1,0.81,2.83
60360,651.0,66.45,0.27,2,0.38,7.29
60361,592.0,89.37,0.27,4,0.88,4.46
60362,592.0,53.48,0.45,1,0.94,4.19
60363,618.0,65.18,0.94,3,0.42,10.9
60364,536.0,76.42,0.71,2,0.28,5.65
60365,703.0,64.09,0.64,4,0.8,5.31
60366,430.0,99.89,0.32,4,0.43,16.56
60367,631.0,61.48,0.21,3,0.68,8.55
60368,496.0,92.8,0.49,0,0.69,19.49
60369,395.0,99.89,0.29,4,0.04,9.61
60370,525.0,88.97,0.12,2,0.96,13.82
60371,503.0,59.59,0.5,2,0.53,2.6
60372,530.0,58.01,0.08,1,0.49,18.88
60373,686.0,65.94,0.87,1,0.52,12.53
60374,541.0,68.66,0.48,1,0.32,7.99
60375,580.0,61.72,0.08,1,0.84,13.7
60376,504.0,87.76,0.13,1,0.99,15.54
60377,415.0,83.98,0.97,3,0.23,14.91
60378,672.0,76.71,0.76,3,0.82,5.34
60379,539.0,62.63,0.12,0,0.09,12.14
60380,566.0,91.81,0.54,1,0.33,13.51
60381,757.0,86.07,0.58,1,0.13,4.43
60382,603.0,89.44,0.26,1,0.32,19.02
60383,628.0,64.45,0.02,0,0.02,8.66
60384,681.0,62.06,0.82,2,0.52,16.97
60385,634.0,81.54,0.18,5,0.58,19.77
60386,568.0,51.0,0.38,2,0.69,13.4
60387,608.0,50.93,0.39,2,0.33,11.31
60388,537.0,99.46,0.98,1,0.28,13.14
60389,617.0,70.38,0.2,1,0.42,5.81
60390,573.0,55.54,0.25,3,0.31,10.22
60391,424.0,88.0,0.23,4,0.48,1.36
60392,774.0,59.1,0.77,2,0.43,10.28
60393,493.0,86.21,0.2,1,0.36,0.53
60394,634.0,72.14,0.54,1,0.02,2.03
60395,789.0,65.14,0.32,0,0.49,18.55
60396,637.0,57.87,0.46,1,0.14,8.72
60397,557.0,66.77,0.6,1,0.8,5.64
60398,547.0,77.57,0.65,2,0.52,16.28
60399,456.0,66.14,0.36,3,0.69,7.77
60400,642.0,86.4,0.12,4,0.38,14.35
60401,633.0,80.15,0.09,2,0.47,11.01
60402,458.0,91.65,0.32,4,0.67,2.83
60403,651.0,67.79,0.29,1,0.16,11.82
60404,470.0,50.72,0.64,1,0.92,9.5
60405,676.0,88.31,0.09,3,0.46,1.09
60406,511.0,52.34,0.67,5,0.34,4.15
60407,706.0,91.31,0.71,2,0.73,19.66
60408,524.0,63.68,0.46,1,0.95,19.04
60409,508.0,83.9,0.53,0,0.48,10.07
60410,541.0,80.51,0.58,2,0.58,11.13
60411,547.0,84.29,0.3,1,0.99,12.6
60412,715.0,78.64,0.47,3,0.34,3.86
60413,635.0,68.11,0.46,5,0.45,10.05
60414,794.0,88.8,0.32,0,0.25,7.24
60415,620.0,64.79,0.5,4,0.33,7.84
60416,478.0,72.57,0.89,2,0.77,16.14
60417,539.0,94.95,0.43,2,0.8,12.94
60418,633.0,50.11,0.86,4,0.45,1.53
60419,726.0,57.49,0.8,2,0.14,10.06
60420,509.0,60.84,0.9,0,0.97,8.12
60421,648.0,92.09,0.96,3,0.14,16.05
60422,532.0,90.32,0.66,2,0.55,4.62
60423,529.0,65.39,0.66,3,0.83,5.46
60424,638.0,55.2,0.7,2,0.84,6.69
60425,747.0,98.3,0.82,0,0.93,0.68
60426,528.0,71.2,0.52,2,0.51,17.33
60427,722.0,85.25,0.13,1,0.52,18.71
60428,689.0,58.77,0.29,2,0.13,2.97
60429,479.0,67.18,0.01,1,0.44,0.83
60430,604.0,84.41,0.17,3,0.29,12.12
60431,850.0,58.38,0.94,0,0.12,10.36
60432,577.0,55.52,0.63,0,0.88,19.49
60433,489.0,84.12,0.99,2,0.36,2.78
60434,633.0,53.81,0.02,0,0.41,15.81
60435,772.0,83.33,0.41,3,0.63,15.87
60436,648.0,82.12,0.33,1,0.25,16.22
60437,661.0,80.58,0.87,1,0.48,5.02
60438,512.0,75.58,0.02,1,0.68,12.93
60439,651.0,84.09,0.6,4,0.08,9.4
60440,482.0,57.55,0.25,5,0.55,10.08
60441,656.0,73.63,0.11,1,0.76,19.66
60442,625.0,68.07,0.4,1,0.76,11.61
60443,695.0,88.39,0.07,2,0.22,15.7
60444,732.0,69.98,0.72,2,0.56,2.49
60445,651.0,61.71,0.4,3,0.89,14.31
60446,429.0,89.9,0.55,2,0.33,3.88
60447,602.0,65.9,0.8,0,0.66,9.61
60448,550.0,52.86,0.19,5,0.85,13.2
60449,526.0,50.83,0.39,4,0.48,12.25
60450,614.0,87.09,0.74,0,0.16,19.94
60451,482.0,98.9,0.68,1,0.05,6.76
60452,636.0,91.6,0.74,3,0.28,2.51
60453,577.0,90.2,0.7,1,0.74,12.9
60454,479.0,90.49,0.72,2,0.58,16.75
60455,454.0,53.44,0.47,2,0.31,14.83
60456,605.0,69.1,0.75,4,0.88,16.52
60457,835.0,56.18,0.04,3,0.27,15.5
60458,784.0,82.05,0.29,1,0.98,10.1
60459,605.0,75.46,0.67,3,0.06,11.73
60460,653.0,54.73,0.54,4,0.41,8.84
60461,633.0,78.83,0.36,1,0.61,15.05
60462,497.0,58.26,0.82,1,0.58,12.27
60463,696.0,84.86,0.88,3,0.54,8.39
60464,549.0,81.22,0.37,1,0.37,3.45
60465,572.0,82.09,0.53,3,0.39,1.02
60466,728.0,71.74,0.75,3,0.7,5.32
60467,495.0,95.53,0.88,3,0.47,7.69
60468,486.0,63.2,0.43,0,1.0,11.76
60469,585.0,74.9,0.15,0,0.6,12.46
60470,431.0,79.59,0.75,3,0.37,14.66
60471,668.0,69.2,0.5,1,0.92,11.19
60472,850.0,76.0,0.51,4,0.43,19.2
60473,689.0,95.29,0.47,2,0.05,6.77
60474,625.0,86.02,0.91,3,0.35,2.97
60475,405.0,83.01,0.37,3,0.14,11.75
60476,605.0,94.01,0.32,3,0.43,9.29
60477,500.0,80.77,0.17,2,0.99,5.58
60478,583.0,75.64,0.69,3,0.91,10.27
60479,638.0,62.8,0.62,4,0.6,10.92
60480,796.0,64.34,0.76,4,0.69,17.95
60481,429.0,54.61,0.51,2,0.06,2.25
60482,647.0,71.14,0.45,2,0.13,14.16
60483,609.0,77.09,0.3,2,0.85,16.19
60484,592.0,91.54,0.77,1,0.25,17.05
60485,634.0,72.59,0.3,2,0.67,14.55
60486,526.0,53.29,0.56,2,0.48,17.66
60487,528.0,71.96,0.54,2,0.95,0.97
60488,394.0,62.25,0.05,2,0.43,6.07
60489,563.0,99.91,0.63,3,0.76,3.17
60490,544.0,83.01,0.32,2,0.18,0.68
60491,663.0,99.85,0.61,1,0.58,19.17
60492,569.0,82.99,0.83,2,0.61,5.88
60493,623.0,83.43,0.5,0,0.8,14.83
60494,513.0,51.3,0.03,0,0.54,3.21
60495,696.0,92.91,0.53,2,0.97,2.98
60496,367.0,91.25,0.28,5,0.71,8.95
60497,595.0,63.12,0.75,0,0.32,11.39
60498,542.0,67.64,0.98,3,0.71,7.25
60499,588.0,81.71,0.09,2,0.23,7.21
60500,674.0,60.45,0.28,0,0.93,2.93
60501,746.0,74.75,0.76,1,0.24,14.92
60502,585.0,85.93,0.17,0,0.23,7.64
60503,618.0,62.33,0.94,0,0.29,17.68
60504,586.0,71.59,0.89,3,0.06,19.1
60505,634.0,76.13,0.22,2,0.67,11.46
60506,596.0,99.1,0.57,2,0.47,5.45
60507,468.0,96.08,0.59,1,0.69,19.54
60508,605.0,61.27,0.38,2,0.12,4.9
60509,702.0,81.14,0.92,3,0.16,2.56
60510,590.0,93.37,0.79,2,0.58,10.38
60511,715.0,78.57,0.73,2,0.6,4.8
60512,512.0,88.15,0.09,3,0.03,13.24
60513,656.0,70.09,0.97,0,0.24,4.64
60514,618.0,98.42,0.16,1,0.54,15.51
60515,508.0,79.25,0.98,3,0.41,17.05
60516,550.0,98.59,0.89,3,0.42,2.48
60517,520.0,62.16,0.16,0,0.3,10.12
60518,646.0,95.26,0.04,0,0.14,17.94
60519,539.0,66.11,0.69,2,0.86,7.2
60520,537.0,86.51,0.84,1,0.65,16.68
60521,637.0,51.85,0.39,2,0.14,12.87
60522,580.0,66.09,0.62,2,0.69,8.79
60523,694.0,96.21,0.82,3,0.67,6.75
60524,585.0,56.42,0.44,3,0.15,8.61
60525,574.0,58.91,0.35,2,0.09,12.97
60526,753.0,75.06,0.86,3,0.27,12.17
60527,440.0,61.75,0.21,2,0.9,15.82
60528,580.0,50.85,1.0,1,0.89,14.77
60529,616.0,61.93,0.11,3,0.59,13.55
60530,441.0,81.41,0.58,1,0.51,13.5
60531,591.0,68.38,0.04,3,0.26,15.12
60532,693.0,94.69,0.51,5,0.81,16.17
60533,701.0,92.19,0.44,0,0.22,11.21
60534,472.0,50.76,0.34,2,0.2,1.66
60535,569.0,67.23,0.81,1,0.08,10.32
60536,463.0,56.19,0.77,4,0.73,15.99
60537,480.0,72.46,0.1,1,1.0,15.38
60538,544.0,50.5,0.24,4,0.79,19.39
60539,554.0,87.89,0.01,3,0.64,9.57
60540,628.0,89.83,0.2,2,0.73,8.67
60541,619.0,79.19,0.04,2,0.31,4.09
60542,359.0,78.67,0.34,6,0.77,8.52
60543,338.0,74.22,0.1,1,0.09,12.46
60544,677.0,94.76,0.95,0,0.22,11.11
60545,514.0,73.6,0.8,3,0.72,6.6
60546,511.0,90.96,0.46,3,0.75,10.81
60547,681.0,89.98,0.23,2,0.18,7.94
60548,471.0,67.01,0.83,2,0.95,12.49
60549,523.0,93.31,0.18,3,0.56,14.71
60550,587.0,83.64,0.03,3,0.67,13.24
60551,561.0,90.64,0.63,4,0.22,17.31
60552,450.0,88.28,0.19,1,0.84,19.31
60553,559.0,82.94,0.92,2,0.6,16.69
60554,549.0,95.93,0.55,0,0.21,2.9
60555,616.0,66.07,0.12,1,0.35,13.13
60556,603.0,52.57,0.61,1,0.73,17.79
60557,786.0,71.34,0.99,3,0.22,3.03
60558,577.0,63.14,0.13,1,0.87,16.91
60559,699.0,94.41,0.25,6,0.77,3.33
60560,486.0,72.36,0.16,3,0.69,3.31
60561,563.0,54.25,0.5,0,0.54,18.99
60562,608.0,72.86,0.87,4,0.41,18.89
60563,781.0,94.67,0.96,1,0.59,19.93
60564,726.0,50.29,0.69,2,0.02,16.03
60565,780.0,62.15,0.48,3,0.3,17.34
60566,497.0,62.12,0.77,0,0.55,4.61
60567,638.0,75.64,0.64,1,0.41,3.46
60568,603.0,64.81,0.36,2,0.41,3.08
60569,503.0,72.39,0.49,2,0.37,3.8
60570,537.0,55.51,0.55,1,0.71,9.8
60571,522.0,86.67,0.04,1,0.26,12.09
60572,574.0,72.88,0.65,1,0.85,5.54
60573,843.0,83.39,0.44,1,0.58,19.08
60574,694.0,71.09,0.6,3,0.63,6.62
60575,476.0,61.24,0.86,2,0.55,3.22
60576,602.0,82.91,0.43,1,0.78,13.97
60577,501.0,85.94,0.65,3,0.89,16.25
60578,807.0,81.08,0.56,1,0.26,9.35
60579,699.0,93.26,0.25,0,0.92,6.7
60580,468.0,72.88,0.79,1,0.74,6.89
60581,366.0,61.13,0.99,3,0.69,2.66
60582,760.0,88.6,0.74,0,0.82,1.49
60583,456.0,77.34,0.87,3,0.01,1.83
60584,618.0,70.03,0.46,1,0.45,14.07
60585,523.0,60.63,0.91,1,0.37,14.04
60586,438.0,66.43,0.17,0,0.06,4.92
60587,720.0,66.44,0.52,6,0.66,0.91
60588,766.0,70.52,0.58,1,0.13,9.25
60589,629.0,76.38,0.4,1,0.9,15.07
60590,603.0,86.64,0.6,2,0.35,14.96
60591,576.0,51.2,0.1,6,0.59,4.25
60592,654.0,76.91,0.77,3,0.1,14.25
60593,505.0,61.91,0.45,4,0.79,8.76
60594,686.0,70.61,0.61,0,0.15,2.56
60595,731.0,93.56,0.43,4,0.88,12.19
60596,676.0,55.64,0.34,0,0.56,15.9
60597,649.0,74.67,0.6,2,0.03,11.68
60598,585.0,94.99,0.03,3,0.93,15.47
60599,550.0,91.35,0.84,2,0.31,13.46
60600,451.0,50.87,0.51,0,0.5,5.55
60601,616.0,72.84,0.94,2,0.02,7.5
60602,617.0,66.13,0.38,2,0.97,17.82
60603,614.0,99.11,0.61,1,0.5,5.6
60604,608.0,88.73,0.97,0,0.48,6.04
60605,537.0,91.08,0.07,1,0.75,9.4
60606,818.0,88.69,0.03,1,0.56,10.78
60607,647.0,85.73,0.6,0,0.87,10.48
60608,497.0,88.41,0.56,4,0.66,7.83
60609,623.0,91.53,0.82,1,0.53,8.88
60610,549.0,53.22,0.58,4,0.71,1.1
60611,651.0,97.03,0.68,0,0.12,17.99
60612,586.0,66.55,0.52,1,0.24,0.97
60613,523.0,76.62,0.2,1,0.46,4.85
60614,722.0,54.54,0.2,4,0.92,1.5
60615,683.0,72.59,0.98,3,0.02,7.65
60616,740.0,65.33,0.19,0,0.62,5.45
60617,585.0,73.12,0.66,3,0.25,5.0
60618,598.0,83.95,0.3,6,0.54,13.17
60619,626.0,59.81,0.77,1,0.78,16.2
60620,562.0,52.43,0.02,0,0.96,16.94
60621,597.0,74.41,0.28,5,0.91,17.03
60622,627.0,53.05,0.77,3,0.12,1.08
60623,522.0,90.51,0.83,2,0.65,19.23
60624,624.0,91.79,0.64,3,0.81,19.44
60625,635.0,50.27,0.77,2,0.85,2.09
60626,834.0,64.1,0.92,1,0.82,0.66
60627,679.0,61.12,0.04,4,0.43,8.41
60628,642.0,98.47,0.96,2,0.74,8.54
60629,631.0,52.8,0.93,4,0.5,5.08
60630,602.0,88.52,0.5,2,0.01,10.4
60631,571.0,85.68,0.52,1,0.4,6.32
60632,565.0,88.24,0.02,0,0.02,18.18
60633,580.0,56.83,0.17,1,0.64,11.86
60634,595.0,89.82,0.05,0,0.58,2.82
60635,691.0,97.6,0.4,1,0.18,1.41
60636,468.0,53.7,0.79,4,0.37,4.05
60637,481.0,97.86,0.03,2,0.12,18.86
60638,637.0,91.75,0.52,1,0.93,14.26
60639,561.0,68.35,0.94,2,0.31,13.79
60640,564.0,58.82,0.77,1,0.81,9.47
60641,702.0,59.64,0.03,2,0.45,8.71
60642,573.0,66.26,0.15,4,0.41,3.88
60643,618.0,87.62,0.63,0,0.37,9.37
60644,613.0,70.46,0.94,1,0.94,13.71
60645,571.0,65.7,0.43,5,0.12,12.27
60646,756.0,77.93,0.34,3,0.5,1.3
60647,654.0,89.93,0.59,4,0.11,10.51
60648,609.0,83.41,0.85,2,0.9,16.71
60649,698.0,52.39,0.71,4,0.53,18.37
60650,505.0,71.18,0.26,3,0.07,13.55
60651,463.0,68.95,0.93,3,0.51,10.41
60652,651.0,98.33,0.73,1,0.33,11.88
60653,719.0,56.07,0.99,1,0.37,2.25
60654,597.0,73.59,0.35,0,0.31,7.98
60655,803.0,93.37,0.65,1,0.0,11.36
60656,482.0,68.8,0.99,0,0.04,6.19
60657,595.0,76.16,0.9,3,0.08,12.06
60658,650.0,78.77,0.09,1,0.58,2.9
60659,589.0,59.63,0.73,4,0.53,16.97
60660,642.0,97.18,0.27,1,0.45,10.3
60661,502.0,78.04,0.7,1,0.9,18.31
60662,361.0,80.28,0.14,3,0.2,5.89
60663,663.0,54.2,0.13,3,0.29,9.46
60664,660.0,64.19,0.81,4,0.52,10.38
60665,710.0,61.52,0.46,1,0.98,7.59
60666,576.0,54.63,0.06,3,0.4,17.13
60667,577.0,64.73,0.2,1,0.91,2.52
60668,659.0,78.31,0.99,2,0.44,2.8
60669,557.0,80.64,0.65,4,0.95,17.78
60670,474.0,95.97,0.97,1,0.01,8.08
60671,850.0,96.38,0.88,0,0.53,10.2
60672,515.0,78.22,0.56,2,0.07,1.85
60673,629.0,63.41,0.13,3,0.19,15.01
60674,631.0,70.42,0.74,1,0.62,0.99
60675,678.0,94.35,0.2,1,0.19,5.76
60676,661.0,91.09,0.19,1,0.63,4.91
60677,562.0,92.23,0.77,1,0.82,9.27
60678,583.0,88.42,0.35,0,0.02,18.75
60679,570.0,72.56,0.47,2,0.09,12.55
60680,670.0,84.82,0.77,4,0.97,16.3
60681,499.0,70.46,0.85,1,0.22,16.67
60682,549.0,51.6,0.15,1,0.86,6.15
60683,612.0,91.94,0.93,0,0.19,3.54
60684,438.0,95.96,0.47,2,0.1,18.31
60685,693.0,60.2,0.2,0,0.86,9.32
60686,467.0,73.55,0.99,3,0.51,19.58
60687,428.0,78.56,0.45,2,0.26,9.02
60688,719.0,75.73,0.31,0,0.17,5.5
60689,537.0,90.74,0.38,1,0.21,16.18
60690,575.0,96.54,0.41,0,0.55,17.68
60691,484.0,81.87,0.58,4,0.38,9.73
60692,527.0,62.69,0.29,1,0.84,6.87
60693,600.0,63.42,0.24,2,0.1,17.98
60694,485.0,59.66,0.44,1,0.13,2.58
60695,532.0,79.1,0.5,0,0.18,2.86
60696,482.0,83.33,0.59,3,0.65,6.15
60697,527.0,97.16,0.37,0,0.88,7.91
60698,529.0,51.54,0.79,4,0.45,14.99
60699,694.0,81.38,0.02,3,0.44,9.11
60700,553.0,66.4,0.73,4,0.83,17.57
60701,761.0,65.41,0.26,8,0.25,8.72
60702,768.0,97.19,0.33,5,0.32,13.37
60703,421.0,97.81,0.74,1,0.28,8.93
60704,412.0,61.52,0.14,1,0.39,8.18
60705,638.0,53.44,0.02,3,0.33,15.64
60706,605.0,51.37,0.85,3,0.74,3.62
60707,480.0,57.54,0.96,2,0.13,9.6
60708,632.0,84.57,0.24,2,0.28,2.87
60709,516.0,69.05,0.22,0,0.46,7.64
60710,624.0,67.7,0.91,2,0.33,11.08
60711,629.0,56.58,0.33,1,0.88,6.36
60712,587.0,98.32,0.5,4,0.98,1.95
60713,627.0,70.23,0.98,3,0.83,15.14
60714,606.0,78.37,0.2,7,0.06,12.7
60715,473.0,62.75,0.25,3,0.44,13.69
60716,490.0,73.69,0.97,3,0.29,3.37
60717,723.0,99.22,0.73,3,0.4,6.71
60718,583.0,56.0,0.41,0,0.37,15.07
60719,723.0,85.36,0.51,0,0.34,12.89
60720,574.0,73.04,0.28,3,0.28,17.04
60721,644.0,81.63,0.72,1,0.31,2.1
60722,530.0,83.01,0.88,3,0.35,2.71
60723,572.0,52.56,0.74,2,0.63,1.95
60724,628.0,52.2,0.21,5,0.99,10.39
60725,669.0,86.8,0.42,3,0.38,14.25
60726,657.0,89.89,0.35,4,0.59,18.35
60727,761.0,89.68,0.3,2,0.58,3.47
60728,627.0,57.37,0.7,2,0.35,11.15
60729,642.0,96.04,0.85,2,0.02,5.94
60730,598.0,66.49,0.61,5,0.25,6.95
60731,491.0,95.91,0.33,2,0.38,12.71
60732,494.0,64.36,0.47,1,0.95,16.07
60733,507.0,95.31,0.69,0,0.28,10.63
60734,552.0,72.81,0.21,0,0.78,17.55
60735,663.0,88.05,0.02,5,0.87,3.48
60736,603.0,76.85,0.76,2,0.82,15.83
60737,538.0,66.22,0.98,3,0.44,4.87
60738,604.0,56.75,0.49,4,0.77,12.39
60739,525.0,79.98,1.0,1,0.87,13.62
60740,716.0,51.93,0.08,1,0.34,10.17
60741,522.0,90.1,0.99,1,0.89,18.52
60742,687.0,51.69,0.45,1,0.88,18.63
60743,612.0,67.68,0.83,3,0.79,2.5
60744,663.0,92.89,0.99,3,0.08,15.79
60745,694.0,53.68,0.08,2,0.19,8.18
60746,676.0,81.85,0.44,1,0.26,10.18
60747,527.0,91.97,0.05,0,0.92,15.96
60748,589.0,61.76,0.22,2,0.43,3.37
60749,565.0,62.13,0.03,3,0.28,4.18
60750,600.0,62.02,0.2,1,0.12,2.35
60751,558.0,64.0,0.36,4,0.74,19.99
60752,506.0,95.41,0.5,3,0.45,7.39
60753,621.0,58.29,0.17,1,0.71,3.04
60754,487.0,58.7,0.22,1,0.95,8.64
60755,637.0,98.94,0.08,2,0.29,18.47
60756,850.0,93.37,0.37,1,0.83,15.15
60757,711.0,83.83,0.54,3,0.59,17.55
60758,674.0,93.96,0.13,1,0.96,16.62
